3.0;5.0;2.0;7.0;8.0;3.0;1.0;3.0;2.0;3.0;6.0;7.0;5.0;1.0;1.0;1.0;6.0;4.0;3.0;4.0;5.0;1.0;8.0;3.0;8.0;5.0;5.0;6.0;2.0;8.0;3.0;7.0;4.0;6.0;4.0;9.0;4.0;3.0;6.0;4.0;1.0;6.0;9.0;5.0;9.0;4.0;7.0;1.0;6.0;3.0;9.0;2.0;7.0;4.0;6.0;4.0;0.0757368918695348
4.0;5.0;2.0;3.0;5.0;4.0;1.0;2.0;7.0;2.0;6.0;4.0;2.0;7.0;9.0;5.0;6.0;8.0;7.0;3.0;8.0;9.0;2.0;1.0;4.0;7.0;4.0;9.0;2.0;5.0;6.0;8.0;6.0;3.0;5.0;2.0;5.0;7.0;1.0;4.0;8.0;3.0;6.0;5.0;8.0;7.0;4.0;4.0;5.0;3.0;9.0;1.0;7.0;4.0;6.0;7.0;0.10442895703587478
8.0;9.0;6.0;4.0;2.0;5.0;4.0;7.0;6.0;3.0;5.0;5.0;1.0;9.0;4.0;4.0;5.0;2.0;7.0;4.0;1.0;6.0;3.0;8.0;6.0;3.0;1.0;7.0;2.0;2.0;1.0;2.0;8.0;9.0;3.0;2.0;9.0;4.0;9.0;1.0;1.0;1.0;9.0;7.0;6.0;4.0;9.0;6.0;4.0;9.0;7.0;8.0;2.0;1.0;4.0;8.0;0.0731644020983558
4.0;6.0;9.0;7.0;3.0;4.0;1.0;6.0;6.0;1.0;5.0;3.0;8.0;7.0;7.0;9.0;9.0;5.0;4.0;9.0;9.0;7.0;7.0;5.0;7.0;3.0;2.0;4.0;4.0;2.0;3.0;8.0;3.0;2.0;2.0;5.0;8.0;1.0;5.0;4.0;5.0;3.0;7.0;1.0;3.0;9.0;7.0;7.0;5.0;4.0;4.0;4.0;3.0;7.0;5.0;6.0;0.06911972237426599
4.0;9.0;8.0;1.0;5.0;4.0;9.0;5.0;6.0;1.0;4.0;7.0;8.0;1.0;4.0;1.0;5.0;4.0;6.0;2.0;4.0;6.0;7.0;2.0;8.0;3.0;9.0;9.0;6.0;3.0;8.0;8.0;5.0;1.0;6.0;6.0;8.0;8.0;5.0;7.0;8.0;2.0;9.0;3.0;1.0;1.0;8.0;2.0;6.0;6.0;9.0;6.0;2.0;5.0;9.0;9.0;0.08001987157077411
7.0;8.0;2.0;9.0;6.0;2.0;9.0;3.0;1.0;2.0;5.0;8.0;1.0;4.0;9.0;2.0;8.0;9.0;4.0;9.0;5.0;4.0;1.0;5.0;7.0;4.0;8.0;1.0;7.0;3.0;1.0;2.0;3.0;3.0;2.0;8.0;4.0;3.0;9.0;5.0;6.0;2.0;7.0;8.0;9.0;7.0;5.0;3.0;8.0;8.0;8.0;8.0;2.0;1.0;4.0;8.0;0.06957876108829503
3.0;3.0;5.0;5.0;4.0;3.0;3.0;8.0;6.0;1.0;7.0;1.0;2.0;5.0;3.0;9.0;9.0;9.0;8.0;2.0;5.0;6.0;1.0;8.0;4.0;1.0;4.0;7.0;3.0;5.0;1.0;7.0;2.0;5.0;5.0;6.0;1.0;1.0;5.0;7.0;7.0;2.0;8.0;1.0;2.0;8.0;3.0;9.0;7.0;2.0;3.0;6.0;1.0;6.0;6.0;6.0;0.0901713025471564
1.0;7.0;8.0;6.0;5.0;2.0;5.0;9.0;8.0;9.0;9.0;9.0;9.0;6.0;2.0;4.0;5.0;8.0;9.0;1.0;3.0;1.0;3.0;5.0;6.0;8.0;5.0;7.0;6.0;8.0;9.0;8.0;6.0;8.0;8.0;2.0;2.0;7.0;5.0;5.0;3.0;8.0;5.0;2.0;6.0;8.0;1.0;8.0;9.0;1.0;4.0;1.0;6.0;5.0;8.0;1.0;0.09800532898451639
2.0;6.0;3.0;2.0;7.0;1.0;7.0;8.0;9.0;3.0;5.0;1.0;7.0;2.0;2.0;4.0;2.0;3.0;8.0;6.0;6.0;2.0;2.0;1.0;2.0;7.0;5.0;4.0;3.0;6.0;8.0;4.0;5.0;5.0;5.0;9.0;2.0;8.0;7.0;1.0;7.0;1.0;4.0;7.0;1.0;1.0;3.0;9.0;3.0;2.0;5.0;4.0;9.0;1.0;7.0;2.0;0.07755544814201222
7.0;8.0;9.0;1.0;7.0;4.0;7.0;3.0;7.0;7.0;9.0;2.0;5.0;9.0;8.0;6.0;4.0;4.0;9.0;1.0;6.0;7.0;8.0;4.0;6.0;1.0;6.0;3.0;5.0;3.0;5.0;7.0;1.0;8.0;9.0;6.0;8.0;4.0;5.0;2.0;8.0;2.0;2.0;3.0;3.0;6.0;7.0;6.0;9.0;4.0;2.0;1.0;4.0;5.0;6.0;2.0;0.07565658423680205
5.0;9.0;5.0;2.0;4.0;9.0;9.0;9.0;1.0;7.0;4.0;2.0;4.0;1.0;7.0;5.0;9.0;6.0;2.0;4.0;5.0;9.0;2.0;4.0;5.0;1.0;9.0;9.0;1.0;6.0;2.0;8.0;7.0;5.0;2.0;3.0;8.0;5.0;4.0;3.0;8.0;2.0;2.0;4.0;2.0;1.0;2.0;6.0;2.0;1.0;6.0;1.0;9.0;7.0;3.0;9.0;0.08704813447415798
2.0;7.0;9.0;9.0;7.0;4.0;5.0;9.0;3.0;9.0;3.0;5.0;5.0;4.0;7.0;4.0;4.0;3.0;8.0;7.0;3.0;1.0;3.0;2.0;5.0;9.0;7.0;1.0;8.0;4.0;1.0;5.0;1.0;2.0;7.0;4.0;7.0;9.0;1.0;6.0;2.0;7.0;3.0;1.0;6.0;6.0;8.0;6.0;6.0;7.0;2.0;2.0;5.0;1.0;9.0;5.0;0.07818638702528909
