FA 1;FA 2;FA 3;FA 4;FA 5;FA 6;FA 7;FA 8;FA 9;FA 10;FA 11;FA 12;FA 13;FA 14;FA 15;FA 16;FA 17;FA 18;FA 19;FA 20;FA 21;FA 22;FA 23;FA 24;FA 25;FA 26;FA 27;FA 28;FA 29;FA 30;FA 31;FA 32;FA 33;FA 34;FA 35;FA 36;FA 37;FA 38;FA 39;FA 40;FA 41;FA 42;FA 43;FA 44;FA 45;FA 46;FA 47;FA 48;FA 49;FA 50;FA 51;FA 52;FA 53;FA 54;FA 55;FA 56;rho
0.067290;0.225843;0.098123;0.181188;0.063116;0.025914;0.183520;0.067290;0.025914;0.225843;0.111912;0.098123;0.067290;0.063116;0.225843;0.181188;0.085479;0.025914;0.025914;0.183520;0.181188;0.183520;0.111912;0.111912;0.085479;0.181188;0.025914;0.085479;0.111912;0.098123;0.181188;0.225843;0.067290;0.067290;0.111912;0.098123;0.111912;0.067290;0.183520;0.111912;0.111912;0.067290;0.098123;0.111912;0.225843;0.067290;0.181188;0.025914;0.067290;0.098123;0.181188;0.085479;0.025914;0.183520;0.063116;0.225843;0.080206
0.098123;0.067290;0.085479;0.025914;0.067290;0.181188;0.183520;0.098123;0.225843;0.085479;0.183520;0.063116;0.098123;0.111912;0.181188;0.183520;0.085479;0.085479;0.085479;0.225843;0.098123;0.098123;0.085479;0.181188;0.225843;0.063116;0.085479;0.067290;0.085479;0.181188;0.225843;0.067290;0.085479;0.111912;0.181188;0.098123;0.098123;0.063116;0.098123;0.098123;0.225843;0.098123;0.063116;0.225843;0.025914;0.225843;0.025914;0.063116;0.025914;0.085479;0.085479;0.225843;0.098123;0.098123;0.063116;0.183520;0.093103
0.063116;0.181188;0.225843;0.183520;0.067290;0.063116;0.067290;0.183520;0.063116;0.225843;0.085479;0.098123;0.067290;0.183520;0.098123;0.183520;0.067290;0.085479;0.085479;0.225843;0.225843;0.111912;0.025914;0.067290;0.111912;0.063116;0.063116;0.183520;0.063116;0.063116;0.085479;0.181188;0.181188;0.111912;0.181188;0.063116;0.183520;0.098123;0.225843;0.098123;0.067290;0.067290;0.098123;0.181188;0.063116;0.067290;0.183520;0.067290;0.085479;0.025914;0.183520;0.183520;0.063116;0.025914;0.183520;0.181188;0.078124
0.067290;0.063116;0.225843;0.181188;0.098123;0.085479;0.025914;0.111912;0.085479;0.183520;0.085479;0.181188;0.063116;0.111912;0.025914;0.067290;0.183520;0.063116;0.025914;0.067290;0.098123;0.085479;0.111912;0.063116;0.225843;0.067290;0.085479;0.063116;0.085479;0.225843;0.085479;0.025914;0.181188;0.098123;0.067290;0.183520;0.063116;0.183520;0.111912;0.025914;0.225843;0.063116;0.067290;0.111912;0.085479;0.111912;0.063116;0.181188;0.183520;0.025914;0.025914;0.225843;0.181188;0.111912;0.063116;0.098123;0.070633
0.085479;0.025914;0.183520;0.225843;0.025914;0.067290;0.181188;0.183520;0.225843;0.111912;0.063116;0.183520;0.111912;0.225843;0.067290;0.225843;0.225843;0.181188;0.067290;0.098123;0.098123;0.025914;0.183520;0.063116;0.181188;0.025914;0.181188;0.085479;0.098123;0.067290;0.111912;0.225843;0.098123;0.085479;0.111912;0.063116;0.111912;0.067290;0.025914;0.111912;0.183520;0.067290;0.111912;0.183520;0.063116;0.025914;0.025914;0.111912;0.225843;0.085479;0.025914;0.181188;0.111912;0.098123;0.183520;0.225843;0.061856
0.098123;0.067290;0.025914;0.085479;0.181188;0.225843;0.025914;0.085479;0.067290;0.085479;0.085479;0.063116;0.183520;0.098123;0.225843;0.085479;0.098123;0.025914;0.025914;0.063116;0.098123;0.111912;0.111912;0.111912;0.183520;0.063116;0.067290;0.067290;0.098123;0.025914;0.025914;0.067290;0.063116;0.181188;0.225843;0.098123;0.225843;0.063116;0.225843;0.098123;0.181188;0.181188;0.225843;0.181188;0.111912;0.183520;0.225843;0.181188;0.067290;0.098123;0.111912;0.181188;0.225843;0.098123;0.181188;0.098123;0.113687
0.067290;0.183520;0.225843;0.085479;0.225843;0.063116;0.225843;0.025914;0.063116;0.063116;0.225843;0.225843;0.085479;0.111912;0.098123;0.063116;0.067290;0.181188;0.067290;0.181188;0.225843;0.085479;0.181188;0.025914;0.098123;0.183520;0.225843;0.181188;0.181188;0.067290;0.225843;0.025914;0.067290;0.225843;0.025914;0.181188;0.025914;0.067290;0.183520;0.098123;0.183520;0.085479;0.067290;0.181188;0.183520;0.085479;0.111912;0.025914;0.111912;0.183520;0.063116;0.183520;0.063116;0.085479;0.181188;0.085479;0.086746
0.067290;0.067290;0.181188;0.098123;0.181188;0.225843;0.085479;0.225843;0.025914;0.098123;0.111912;0.085479;0.181188;0.183520;0.085479;0.225843;0.025914;0.111912;0.067290;0.181188;0.025914;0.085479;0.085479;0.067290;0.225843;0.225843;0.098123;0.181188;0.111912;0.067290;0.025914;0.111912;0.098123;0.063116;0.098123;0.098123;0.181188;0.063116;0.183520;0.225843;0.225843;0.085479;0.098123;0.067290;0.111912;0.098123;0.181188;0.181188;0.085479;0.183520;0.111912;0.067290;0.225843;0.181188;0.098123;0.067290;0.069614
0.183520;0.067290;0.067290;0.085479;0.063116;0.111912;0.183520;0.067290;0.111912;0.111912;0.063116;0.025914;0.181188;0.063116;0.111912;0.225843;0.085479;0.111912;0.225843;0.067290;0.225843;0.225843;0.183520;0.225843;0.067290;0.063116;0.183520;0.098123;0.098123;0.098123;0.063116;0.067290;0.085479;0.085479;0.111912;0.063116;0.067290;0.063116;0.111912;0.067290;0.085479;0.111912;0.225843;0.067290;0.181188;0.067290;0.085479;0.098123;0.025914;0.063116;0.025914;0.063116;0.063116;0.183520;0.063116;0.063116;0.092524
0.098123;0.111912;0.085479;0.067290;0.025914;0.183520;0.225843;0.183520;0.098123;0.181188;0.225843;0.183520;0.111912;0.181188;0.183520;0.183520;0.063116;0.183520;0.067290;0.225843;0.025914;0.063116;0.067290;0.025914;0.063116;0.063116;0.183520;0.225843;0.181188;0.098123;0.067290;0.085479;0.111912;0.085479;0.085479;0.111912;0.085479;0.067290;0.085479;0.111912;0.111912;0.067290;0.063116;0.225843;0.111912;0.111912;0.111912;0.098123;0.111912;0.067290;0.111912;0.181188;0.098123;0.183520;0.225843;0.183520;0.080827
0.183520;0.067290;0.067290;0.063116;0.067290;0.098123;0.098123;0.098123;0.025914;0.225843;0.111912;0.098123;0.025914;0.181188;0.181188;0.225843;0.181188;0.111912;0.111912;0.085479;0.098123;0.111912;0.098123;0.025914;0.183520;0.067290;0.111912;0.063116;0.085479;0.183520;0.067290;0.085479;0.067290;0.111912;0.111912;0.067290;0.067290;0.085479;0.111912;0.183520;0.063116;0.063116;0.025914;0.067290;0.067290;0.111912;0.111912;0.111912;0.025914;0.183520;0.067290;0.025914;0.067290;0.067290;0.181188;0.111912;0.062627
0.025914;0.183520;0.183520;0.063116;0.181188;0.181188;0.181188;0.025914;0.098123;0.225843;0.063116;0.111912;0.183520;0.025914;0.181188;0.025914;0.085479;0.098123;0.063116;0.098123;0.225843;0.098123;0.085479;0.111912;0.098123;0.063116;0.111912;0.111912;0.183520;0.085479;0.181188;0.085479;0.085479;0.085479;0.098123;0.183520;0.098123;0.183520;0.067290;0.183520;0.025914;0.111912;0.098123;0.063116;0.183520;0.067290;0.183520;0.098123;0.098123;0.098123;0.225843;0.063116;0.183520;0.098123;0.063116;0.183520;0.082373
0.225843;0.098123;0.111912;0.098123;0.063116;0.098123;0.181188;0.225843;0.067290;0.225843;0.025914;0.225843;0.225843;0.025914;0.111912;0.181188;0.067290;0.025914;0.111912;0.111912;0.225843;0.025914;0.111912;0.181188;0.025914;0.085479;0.063116;0.183520;0.111912;0.085479;0.181188;0.181188;0.183520;0.111912;0.067290;0.181188;0.225843;0.181188;0.067290;0.063116;0.067290;0.225843;0.025914;0.063116;0.225843;0.067290;0.067290;0.063116;0.063116;0.067290;0.067290;0.098123;0.067290;0.225843;0.067290;0.063116;0.080248
0.225843;0.225843;0.085479;0.225843;0.183520;0.063116;0.067290;0.183520;0.025914;0.098123;0.063116;0.067290;0.063116;0.183520;0.067290;0.085479;0.063116;0.111912;0.063116;0.025914;0.025914;0.098123;0.098123;0.111912;0.063116;0.067290;0.183520;0.098123;0.067290;0.181188;0.181188;0.085479;0.025914;0.225843;0.225843;0.063116;0.181188;0.025914;0.067290;0.181188;0.067290;0.085479;0.183520;0.063116;0.063116;0.063116;0.183520;0.063116;0.183520;0.085479;0.225843;0.063116;0.098123;0.098123;0.067290;0.111912;0.057387
0.181188;0.181188;0.098123;0.067290;0.181188;0.225843;0.183520;0.067290;0.183520;0.181188;0.063116;0.098123;0.111912;0.067290;0.098123;0.063116;0.063116;0.183520;0.225843;0.225843;0.183520;0.181188;0.067290;0.098123;0.085479;0.063116;0.025914;0.225843;0.025914;0.181188;0.225843;0.111912;0.181188;0.025914;0.067290;0.225843;0.098123;0.111912;0.067290;0.085479;0.111912;0.063116;0.225843;0.181188;0.085479;0.225843;0.063116;0.098123;0.025914;0.111912;0.085479;0.183520;0.025914;0.063116;0.063116;0.225843;0.084893
0.181188;0.183520;0.025914;0.225843;0.098123;0.225843;0.183520;0.085479;0.085479;0.098123;0.225843;0.025914;0.098123;0.098123;0.111912;0.225843;0.181188;0.085479;0.098123;0.085479;0.067290;0.085479;0.181188;0.111912;0.183520;0.025914;0.085479;0.183520;0.025914;0.111912;0.111912;0.183520;0.067290;0.067290;0.225843;0.181188;0.067290;0.111912;0.067290;0.225843;0.025914;0.063116;0.063116;0.225843;0.183520;0.098123;0.225843;0.111912;0.225843;0.098123;0.183520;0.025914;0.067290;0.098123;0.098123;0.111912;0.092605
0.181188;0.085479;0.098123;0.181188;0.225843;0.067290;0.111912;0.183520;0.183520;0.025914;0.183520;0.025914;0.183520;0.111912;0.085479;0.225843;0.183520;0.067290;0.181188;0.063116;0.225843;0.183520;0.085479;0.098123;0.098123;0.098123;0.225843;0.085479;0.225843;0.225843;0.025914;0.098123;0.063116;0.183520;0.067290;0.183520;0.098123;0.067290;0.025914;0.181188;0.067290;0.085479;0.183520;0.067290;0.225843;0.067290;0.225843;0.085479;0.067290;0.181188;0.111912;0.111912;0.063116;0.063116;0.183520;0.025914;0.094361
0.085479;0.025914;0.025914;0.067290;0.225843;0.181188;0.111912;0.025914;0.098123;0.063116;0.225843;0.098123;0.098123;0.098123;0.098123;0.063116;0.067290;0.225843;0.085479;0.067290;0.111912;0.067290;0.183520;0.181188;0.225843;0.085479;0.085479;0.225843;0.025914;0.225843;0.067290;0.225843;0.067290;0.067290;0.111912;0.225843;0.085479;0.111912;0.098123;0.025914;0.067290;0.098123;0.181188;0.067290;0.063116;0.025914;0.063116;0.063116;0.181188;0.067290;0.183520;0.085479;0.225843;0.225843;0.183520;0.085479;0.073474
0.085479;0.085479;0.225843;0.025914;0.025914;0.098123;0.181188;0.225843;0.063116;0.063116;0.085479;0.067290;0.085479;0.063116;0.098123;0.063116;0.111912;0.063116;0.183520;0.063116;0.225843;0.181188;0.063116;0.067290;0.181188;0.067290;0.098123;0.085479;0.098123;0.183520;0.063116;0.063116;0.111912;0.183520;0.085479;0.025914;0.063116;0.098123;0.225843;0.063116;0.181188;0.111912;0.225843;0.067290;0.111912;0.183520;0.181188;0.098123;0.025914;0.085479;0.098123;0.111912;0.085479;0.111912;0.025914;0.225843;0.084071
0.063116;0.098123;0.067290;0.183520;0.111912;0.085479;0.098123;0.225843;0.098123;0.025914;0.085479;0.181188;0.111912;0.111912;0.183520;0.111912;0.085479;0.098123;0.098123;0.025914;0.183520;0.183520;0.225843;0.183520;0.067290;0.063116;0.067290;0.063116;0.063116;0.183520;0.085479;0.098123;0.098123;0.098123;0.098123;0.063116;0.111912;0.181188;0.025914;0.067290;0.181188;0.098123;0.111912;0.181188;0.111912;0.183520;0.063116;0.085479;0.111912;0.225843;0.063116;0.025914;0.098123;0.025914;0.025914;0.183520;0.073728
0.063116;0.111912;0.181188;0.225843;0.098123;0.085479;0.098123;0.111912;0.183520;0.183520;0.063116;0.225843;0.063116;0.098123;0.181188;0.085479;0.085479;0.111912;0.111912;0.067290;0.181188;0.111912;0.225843;0.183520;0.063116;0.067290;0.225843;0.067290;0.085479;0.181188;0.181188;0.111912;0.067290;0.225843;0.085479;0.183520;0.063116;0.225843;0.025914;0.067290;0.098123;0.098123;0.063116;0.225843;0.085479;0.063116;0.063116;0.098123;0.085479;0.098123;0.067290;0.225843;0.063116;0.063116;0.183520;0.098123;0.096561
0.067290;0.183520;0.225843;0.063116;0.067290;0.183520;0.111912;0.098123;0.098123;0.063116;0.225843;0.183520;0.181188;0.098123;0.063116;0.183520;0.098123;0.225843;0.183520;0.063116;0.025914;0.183520;0.085479;0.085479;0.025914;0.098123;0.067290;0.025914;0.181188;0.085479;0.085479;0.181188;0.225843;0.225843;0.098123;0.063116;0.025914;0.183520;0.111912;0.111912;0.098123;0.225843;0.181188;0.063116;0.111912;0.085479;0.225843;0.098123;0.183520;0.085479;0.111912;0.025914;0.063116;0.181188;0.025914;0.063116;0.076948
0.181188;0.067290;0.098123;0.067290;0.063116;0.067290;0.183520;0.098123;0.025914;0.063116;0.025914;0.181188;0.098123;0.085479;0.063116;0.098123;0.098123;0.085479;0.181188;0.098123;0.183520;0.181188;0.183520;0.181188;0.111912;0.067290;0.067290;0.181188;0.025914;0.111912;0.085479;0.063116;0.225843;0.181188;0.181188;0.025914;0.183520;0.225843;0.085479;0.025914;0.085479;0.183520;0.111912;0.067290;0.111912;0.025914;0.063116;0.085479;0.225843;0.063116;0.183520;0.181188;0.067290;0.098123;0.067290;0.181188;0.071010
0.111912;0.085479;0.025914;0.225843;0.111912;0.225843;0.063116;0.067290;0.025914;0.025914;0.111912;0.225843;0.225843;0.225843;0.225843;0.098123;0.111912;0.181188;0.111912;0.025914;0.067290;0.067290;0.067290;0.181188;0.025914;0.225843;0.181188;0.181188;0.085479;0.063116;0.111912;0.183520;0.067290;0.063116;0.183520;0.098123;0.063116;0.225843;0.025914;0.025914;0.025914;0.067290;0.063116;0.181188;0.063116;0.183520;0.025914;0.067290;0.063116;0.067290;0.067290;0.183520;0.085479;0.225843;0.098123;0.025914;0.074792
0.085479;0.067290;0.067290;0.067290;0.181188;0.067290;0.098123;0.098123;0.067290;0.098123;0.067290;0.111912;0.098123;0.181188;0.098123;0.098123;0.183520;0.111912;0.098123;0.067290;0.181188;0.063116;0.225843;0.225843;0.183520;0.225843;0.025914;0.098123;0.225843;0.183520;0.067290;0.063116;0.025914;0.225843;0.098123;0.067290;0.063116;0.183520;0.111912;0.025914;0.098123;0.085479;0.067290;0.025914;0.111912;0.085479;0.085479;0.098123;0.085479;0.063116;0.181188;0.181188;0.098123;0.067290;0.111912;0.025914;0.083088
0.067290;0.181188;0.063116;0.181188;0.111912;0.098123;0.063116;0.181188;0.025914;0.111912;0.225843;0.183520;0.063116;0.225843;0.063116;0.183520;0.025914;0.225843;0.225843;0.183520;0.067290;0.183520;0.183520;0.225843;0.225843;0.111912;0.025914;0.098123;0.111912;0.025914;0.085479;0.183520;0.111912;0.063116;0.067290;0.181188;0.067290;0.111912;0.181188;0.181188;0.067290;0.025914;0.067290;0.111912;0.098123;0.025914;0.183520;0.063116;0.025914;0.183520;0.111912;0.067290;0.085479;0.067290;0.225843;0.111912;0.073514
0.225843;0.111912;0.181188;0.085479;0.098123;0.111912;0.025914;0.111912;0.025914;0.111912;0.025914;0.183520;0.225843;0.098123;0.025914;0.183520;0.225843;0.181188;0.025914;0.181188;0.183520;0.225843;0.063116;0.025914;0.085479;0.181188;0.111912;0.111912;0.025914;0.025914;0.225843;0.111912;0.183520;0.183520;0.067290;0.183520;0.111912;0.025914;0.225843;0.063116;0.067290;0.225843;0.181188;0.098123;0.067290;0.098123;0.225843;0.063116;0.111912;0.225843;0.181188;0.085479;0.025914;0.063116;0.181188;0.225843;0.083362
0.085479;0.085479;0.225843;0.225843;0.181188;0.067290;0.225843;0.063116;0.063116;0.025914;0.225843;0.067290;0.098123;0.225843;0.067290;0.225843;0.085479;0.063116;0.181188;0.063116;0.067290;0.025914;0.067290;0.111912;0.111912;0.067290;0.111912;0.085479;0.225843;0.085479;0.063116;0.025914;0.111912;0.183520;0.025914;0.063116;0.067290;0.111912;0.067290;0.063116;0.183520;0.098123;0.085479;0.183520;0.111912;0.225843;0.098123;0.063116;0.225843;0.085479;0.063116;0.025914;0.098123;0.111912;0.111912;0.111912;0.077703
0.225843;0.063116;0.085479;0.181188;0.098123;0.085479;0.085479;0.025914;0.085479;0.225843;0.063116;0.067290;0.225843;0.181188;0.085479;0.085479;0.025914;0.225843;0.111912;0.183520;0.067290;0.063116;0.098123;0.025914;0.063116;0.025914;0.085479;0.181188;0.025914;0.098123;0.183520;0.183520;0.181188;0.098123;0.181188;0.181188;0.181188;0.183520;0.098123;0.063116;0.063116;0.067290;0.025914;0.111912;0.183520;0.181188;0.111912;0.025914;0.067290;0.098123;0.025914;0.067290;0.063116;0.098123;0.181188;0.098123;0.082677
0.063116;0.225843;0.025914;0.183520;0.098123;0.225843;0.181188;0.067290;0.098123;0.181188;0.111912;0.183520;0.183520;0.181188;0.181188;0.111912;0.063116;0.085479;0.067290;0.085479;0.067290;0.181188;0.183520;0.181188;0.067290;0.098123;0.225843;0.183520;0.225843;0.085479;0.225843;0.111912;0.085479;0.085479;0.183520;0.085479;0.111912;0.085479;0.181188;0.067290;0.063116;0.085479;0.183520;0.183520;0.025914;0.085479;0.025914;0.025914;0.085479;0.067290;0.067290;0.111912;0.225843;0.098123;0.025914;0.063116;0.087988
0.085479;0.098123;0.025914;0.063116;0.181188;0.098123;0.225843;0.063116;0.098123;0.225843;0.181188;0.183520;0.025914;0.085479;0.063116;0.225843;0.085479;0.183520;0.111912;0.111912;0.025914;0.225843;0.181188;0.183520;0.067290;0.181188;0.025914;0.067290;0.025914;0.025914;0.085479;0.085479;0.111912;0.183520;0.067290;0.181188;0.181188;0.067290;0.067290;0.063116;0.085479;0.085479;0.025914;0.225843;0.063116;0.098123;0.085479;0.067290;0.183520;0.063116;0.225843;0.098123;0.183520;0.067290;0.183520;0.111912;0.073514
0.111912;0.063116;0.098123;0.183520;0.025914;0.111912;0.225843;0.063116;0.085479;0.085479;0.063116;0.085479;0.067290;0.111912;0.085479;0.098123;0.183520;0.225843;0.063116;0.098123;0.181188;0.111912;0.098123;0.098123;0.098123;0.025914;0.183520;0.067290;0.183520;0.063116;0.085479;0.181188;0.063116;0.183520;0.063116;0.181188;0.225843;0.225843;0.067290;0.098123;0.183520;0.085479;0.098123;0.098123;0.183520;0.098123;0.183520;0.098123;0.111912;0.225843;0.225843;0.098123;0.067290;0.225843;0.067290;0.067290;0.079285
0.063116;0.067290;0.025914;0.225843;0.111912;0.098123;0.183520;0.085479;0.067290;0.225843;0.111912;0.085479;0.225843;0.063116;0.111912;0.111912;0.067290;0.225843;0.085479;0.067290;0.085479;0.183520;0.063116;0.098123;0.111912;0.067290;0.111912;0.111912;0.181188;0.111912;0.098123;0.111912;0.085479;0.098123;0.225843;0.063116;0.063116;0.098123;0.025914;0.225843;0.025914;0.085479;0.025914;0.063116;0.025914;0.098123;0.098123;0.183520;0.111912;0.225843;0.085479;0.063116;0.067290;0.085479;0.085479;0.225843;0.052273
0.181188;0.063116;0.063116;0.067290;0.183520;0.181188;0.067290;0.183520;0.111912;0.183520;0.025914;0.183520;0.063116;0.067290;0.225843;0.085479;0.183520;0.063116;0.111912;0.181188;0.025914;0.225843;0.098123;0.067290;0.183520;0.067290;0.183520;0.225843;0.025914;0.067290;0.067290;0.025914;0.025914;0.063116;0.111912;0.181188;0.063116;0.225843;0.183520;0.183520;0.183520;0.225843;0.098123;0.067290;0.025914;0.225843;0.067290;0.181188;0.181188;0.025914;0.111912;0.111912;0.111912;0.085479;0.063116;0.063116;0.076205
0.183520;0.067290;0.085479;0.181188;0.181188;0.063116;0.063116;0.067290;0.063116;0.225843;0.025914;0.225843;0.111912;0.111912;0.063116;0.225843;0.183520;0.098123;0.181188;0.098123;0.098123;0.098123;0.067290;0.067290;0.225843;0.225843;0.111912;0.063116;0.098123;0.025914;0.181188;0.098123;0.183520;0.098123;0.181188;0.025914;0.085479;0.067290;0.111912;0.111912;0.067290;0.098123;0.111912;0.183520;0.098123;0.225843;0.111912;0.025914;0.063116;0.025914;0.025914;0.067290;0.111912;0.225843;0.111912;0.181188;0.074697
0.063116;0.098123;0.025914;0.183520;0.181188;0.025914;0.183520;0.067290;0.181188;0.085479;0.085479;0.183520;0.183520;0.085479;0.085479;0.063116;0.098123;0.225843;0.225843;0.181188;0.225843;0.225843;0.183520;0.183520;0.063116;0.063116;0.085479;0.063116;0.183520;0.181188;0.067290;0.067290;0.111912;0.085479;0.111912;0.181188;0.025914;0.067290;0.111912;0.063116;0.181188;0.025914;0.111912;0.067290;0.063116;0.225843;0.183520;0.183520;0.098123;0.085479;0.183520;0.025914;0.183520;0.183520;0.025914;0.063116;0.091494
0.111912;0.063116;0.111912;0.183520;0.025914;0.225843;0.067290;0.098123;0.098123;0.098123;0.098123;0.111912;0.181188;0.085479;0.181188;0.181188;0.098123;0.181188;0.098123;0.111912;0.098123;0.085479;0.067290;0.181188;0.111912;0.085479;0.183520;0.098123;0.085479;0.085479;0.063116;0.225843;0.111912;0.098123;0.225843;0.111912;0.067290;0.183520;0.025914;0.085479;0.067290;0.063116;0.111912;0.063116;0.025914;0.085479;0.183520;0.025914;0.025914;0.111912;0.181188;0.111912;0.098123;0.181188;0.098123;0.067290;0.072000
0.085479;0.181188;0.181188;0.183520;0.181188;0.067290;0.098123;0.067290;0.025914;0.098123;0.067290;0.181188;0.225843;0.098123;0.085479;0.025914;0.063116;0.098123;0.183520;0.063116;0.183520;0.063116;0.085479;0.067290;0.183520;0.085479;0.111912;0.067290;0.111912;0.063116;0.111912;0.181188;0.183520;0.085479;0.085479;0.111912;0.085479;0.111912;0.098123;0.025914;0.085479;0.067290;0.025914;0.111912;0.067290;0.183520;0.225843;0.098123;0.067290;0.098123;0.025914;0.181188;0.183520;0.067290;0.067290;0.085479;0.073449
0.085479;0.025914;0.063116;0.225843;0.183520;0.183520;0.225843;0.111912;0.085479;0.085479;0.067290;0.183520;0.085479;0.183520;0.025914;0.098123;0.025914;0.181188;0.098123;0.085479;0.067290;0.111912;0.181188;0.181188;0.111912;0.085479;0.067290;0.181188;0.063116;0.225843;0.225843;0.181188;0.025914;0.025914;0.063116;0.183520;0.098123;0.181188;0.225843;0.183520;0.067290;0.111912;0.098123;0.025914;0.025914;0.067290;0.063116;0.225843;0.225843;0.111912;0.181188;0.067290;0.025914;0.063116;0.183520;0.025914;0.089802
0.181188;0.098123;0.085479;0.085479;0.063116;0.098123;0.181188;0.098123;0.025914;0.085479;0.225843;0.063116;0.181188;0.063116;0.025914;0.225843;0.111912;0.025914;0.025914;0.183520;0.025914;0.025914;0.111912;0.063116;0.067290;0.025914;0.183520;0.111912;0.067290;0.098123;0.225843;0.063116;0.181188;0.025914;0.225843;0.111912;0.085479;0.063116;0.063116;0.025914;0.025914;0.181188;0.063116;0.181188;0.225843;0.067290;0.183520;0.098123;0.181188;0.025914;0.225843;0.063116;0.183520;0.111912;0.025914;0.063116;0.083303
0.085479;0.183520;0.067290;0.183520;0.085479;0.098123;0.225843;0.067290;0.067290;0.225843;0.085479;0.181188;0.098123;0.225843;0.225843;0.067290;0.098123;0.183520;0.063116;0.067290;0.025914;0.225843;0.063116;0.085479;0.181188;0.025914;0.181188;0.098123;0.098123;0.111912;0.111912;0.183520;0.098123;0.225843;0.063116;0.181188;0.025914;0.225843;0.183520;0.085479;0.067290;0.225843;0.085479;0.183520;0.067290;0.181188;0.225843;0.225843;0.025914;0.025914;0.111912;0.111912;0.098123;0.111912;0.181188;0.085479;0.091430
0.025914;0.063116;0.183520;0.098123;0.085479;0.085479;0.181188;0.085479;0.098123;0.085479;0.111912;0.067290;0.183520;0.067290;0.098123;0.025914;0.067290;0.225843;0.025914;0.067290;0.063116;0.025914;0.025914;0.067290;0.098123;0.183520;0.181188;0.183520;0.225843;0.183520;0.098123;0.183520;0.181188;0.085479;0.225843;0.225843;0.067290;0.067290;0.025914;0.085479;0.063116;0.063116;0.183520;0.098123;0.063116;0.063116;0.181188;0.098123;0.225843;0.098123;0.183520;0.225843;0.181188;0.063116;0.067290;0.181188;0.076882
0.225843;0.025914;0.067290;0.098123;0.025914;0.181188;0.067290;0.181188;0.098123;0.225843;0.225843;0.085479;0.225843;0.085479;0.225843;0.225843;0.098123;0.098123;0.181188;0.183520;0.063116;0.085479;0.085479;0.098123;0.181188;0.181188;0.098123;0.025914;0.085479;0.098123;0.025914;0.067290;0.067290;0.225843;0.225843;0.098123;0.063116;0.183520;0.111912;0.085479;0.025914;0.063116;0.063116;0.111912;0.063116;0.098123;0.025914;0.085479;0.025914;0.111912;0.098123;0.085479;0.025914;0.111912;0.111912;0.063116;0.064204
0.098123;0.111912;0.225843;0.063116;0.098123;0.183520;0.111912;0.225843;0.025914;0.183520;0.225843;0.181188;0.085479;0.067290;0.111912;0.067290;0.025914;0.181188;0.085479;0.085479;0.067290;0.025914;0.225843;0.025914;0.098123;0.183520;0.067290;0.225843;0.085479;0.183520;0.025914;0.098123;0.111912;0.025914;0.111912;0.025914;0.111912;0.063116;0.181188;0.111912;0.225843;0.111912;0.183520;0.183520;0.225843;0.063116;0.225843;0.181188;0.025914;0.181188;0.063116;0.067290;0.085479;0.067290;0.063116;0.085479;0.077672
0.085479;0.085479;0.067290;0.181188;0.085479;0.111912;0.181188;0.085479;0.085479;0.111912;0.098123;0.183520;0.111912;0.025914;0.098123;0.225843;0.067290;0.111912;0.181188;0.098123;0.181188;0.225843;0.111912;0.025914;0.181188;0.085479;0.111912;0.111912;0.183520;0.098123;0.111912;0.183520;0.085479;0.067290;0.225843;0.181188;0.111912;0.225843;0.063116;0.111912;0.225843;0.183520;0.183520;0.025914;0.183520;0.111912;0.111912;0.225843;0.098123;0.181188;0.067290;0.181188;0.183520;0.111912;0.098123;0.025914;0.083049
0.098123;0.181188;0.181188;0.225843;0.181188;0.067290;0.025914;0.067290;0.063116;0.225843;0.085479;0.183520;0.063116;0.181188;0.067290;0.025914;0.098123;0.067290;0.098123;0.085479;0.111912;0.225843;0.111912;0.063116;0.098123;0.225843;0.067290;0.098123;0.181188;0.025914;0.181188;0.063116;0.085479;0.025914;0.067290;0.067290;0.098123;0.085479;0.067290;0.098123;0.025914;0.085479;0.025914;0.063116;0.063116;0.183520;0.063116;0.181188;0.098123;0.225843;0.067290;0.063116;0.063116;0.111912;0.225843;0.085479;0.058572
0.098123;0.025914;0.225843;0.063116;0.063116;0.063116;0.225843;0.225843;0.181188;0.225843;0.225843;0.181188;0.181188;0.063116;0.181188;0.225843;0.183520;0.067290;0.225843;0.085479;0.225843;0.181188;0.063116;0.183520;0.063116;0.067290;0.098123;0.181188;0.181188;0.225843;0.063116;0.098123;0.181188;0.225843;0.181188;0.085479;0.063116;0.025914;0.098123;0.225843;0.181188;0.098123;0.067290;0.063116;0.067290;0.183520;0.063116;0.085479;0.098123;0.067290;0.067290;0.181188;0.098123;0.067290;0.225843;0.111912;0.083349
0.063116;0.067290;0.183520;0.225843;0.067290;0.067290;0.111912;0.098123;0.181188;0.085479;0.111912;0.183520;0.225843;0.098123;0.098123;0.025914;0.067290;0.225843;0.111912;0.111912;0.067290;0.225843;0.183520;0.063116;0.181188;0.225843;0.098123;0.183520;0.183520;0.085479;0.067290;0.025914;0.098123;0.181188;0.067290;0.183520;0.025914;0.085479;0.063116;0.183520;0.067290;0.111912;0.085479;0.025914;0.225843;0.067290;0.025914;0.025914;0.085479;0.225843;0.067290;0.025914;0.181188;0.181188;0.225843;0.063116;0.073691
