FA 1;FA 2;FA 3;FA 4;FA 5;FA 6;FA 7;FA 8;FA 9;FA 10;FA 11;FA 12;FA 13;FA 14;FA 15;FA 16;FA 17;FA 18;FA 19;FA 20;FA 21;FA 22;FA 23;FA 24;FA 25;FA 26;FA 27;FA 28;FA 29;FA 30;FA 31;FA 32;FA 33;FA 34;FA 35;FA 36;FA 37;FA 38;FA 39;FA 40;FA 41;FA 42;FA 43;FA 44;FA 45;FA 46;FA 47;FA 48;FA 49;FA 50;FA 51;FA 52;FA 53;FA 54;FA 55;FA 56;rho
0.067290;0.098123;0.111912;0.025914;0.098123;0.225843;0.067290;0.183520;0.025914;0.111912;0.063116;0.225843;0.183520;0.183520;0.067290;0.098123;0.098123;0.063116;0.183520;0.183520;0.063116;0.025914;0.183520;0.085479;0.111912;0.098123;0.181188;0.111912;0.025914;0.063116;0.025914;0.063116;0.025914;0.085479;0.225843;0.025914;0.111912;0.183520;0.225843;0.111912;0.025914;0.067290;0.063116;0.063116;0.067290;0.183520;0.111912;0.067290;0.225843;0.063116;0.067290;0.181188;0.111912;0.025914;0.225843;0.025914;0.067182
0.067290;0.025914;0.225843;0.181188;0.025914;0.183520;0.025914;0.098123;0.098123;0.111912;0.225843;0.063116;0.063116;0.111912;0.025914;0.225843;0.183520;0.085479;0.085479;0.025914;0.183520;0.063116;0.063116;0.067290;0.225843;0.025914;0.181188;0.111912;0.067290;0.067290;0.225843;0.225843;0.098123;0.067290;0.111912;0.063116;0.181188;0.225843;0.181188;0.111912;0.225843;0.181188;0.111912;0.181188;0.181188;0.181188;0.181188;0.063116;0.183520;0.183520;0.098123;0.067290;0.085479;0.181188;0.025914;0.063116;0.083704
0.067290;0.225843;0.025914;0.225843;0.111912;0.025914;0.098123;0.098123;0.098123;0.225843;0.063116;0.111912;0.098123;0.063116;0.085479;0.025914;0.111912;0.025914;0.025914;0.025914;0.183520;0.181188;0.225843;0.085479;0.025914;0.225843;0.085479;0.063116;0.181188;0.183520;0.025914;0.183520;0.025914;0.225843;0.063116;0.067290;0.063116;0.225843;0.225843;0.085479;0.181188;0.085479;0.111912;0.085479;0.085479;0.183520;0.225843;0.063116;0.085479;0.025914;0.181188;0.025914;0.225843;0.063116;0.098123;0.067290;0.086586
0.111912;0.183520;0.181188;0.063116;0.111912;0.067290;0.085479;0.098123;0.063116;0.063116;0.181188;0.111912;0.183520;0.181188;0.181188;0.067290;0.181188;0.025914;0.225843;0.025914;0.111912;0.063116;0.111912;0.111912;0.183520;0.085479;0.111912;0.067290;0.181188;0.085479;0.067290;0.067290;0.098123;0.063116;0.181188;0.181188;0.111912;0.098123;0.025914;0.025914;0.067290;0.225843;0.111912;0.183520;0.225843;0.067290;0.025914;0.085479;0.085479;0.111912;0.098123;0.181188;0.183520;0.067290;0.063116;0.181188;0.089497
0.025914;0.085479;0.181188;0.181188;0.098123;0.025914;0.025914;0.063116;0.063116;0.025914;0.181188;0.085479;0.063116;0.025914;0.098123;0.183520;0.085479;0.181188;0.085479;0.183520;0.181188;0.067290;0.063116;0.225843;0.111912;0.183520;0.098123;0.183520;0.025914;0.183520;0.067290;0.181188;0.183520;0.111912;0.063116;0.063116;0.025914;0.025914;0.225843;0.085479;0.085479;0.225843;0.181188;0.085479;0.183520;0.063116;0.183520;0.181188;0.067290;0.085479;0.098123;0.098123;0.111912;0.085479;0.225843;0.098123;0.070311
0.085479;0.111912;0.025914;0.098123;0.183520;0.111912;0.085479;0.111912;0.183520;0.225843;0.181188;0.111912;0.063116;0.063116;0.085479;0.063116;0.225843;0.063116;0.025914;0.181188;0.183520;0.067290;0.181188;0.085479;0.111912;0.085479;0.183520;0.183520;0.225843;0.085479;0.111912;0.063116;0.067290;0.181188;0.111912;0.181188;0.085479;0.025914;0.085479;0.067290;0.225843;0.181188;0.183520;0.025914;0.111912;0.183520;0.098123;0.063116;0.063116;0.225843;0.181188;0.183520;0.181188;0.085479;0.183520;0.067290;0.088302
0.225843;0.111912;0.067290;0.098123;0.067290;0.025914;0.183520;0.085479;0.111912;0.111912;0.181188;0.098123;0.225843;0.181188;0.085479;0.085479;0.183520;0.111912;0.085479;0.085479;0.067290;0.225843;0.183520;0.067290;0.067290;0.183520;0.085479;0.181188;0.098123;0.225843;0.025914;0.067290;0.025914;0.181188;0.067290;0.183520;0.225843;0.067290;0.183520;0.025914;0.085479;0.063116;0.111912;0.063116;0.181188;0.181188;0.181188;0.085479;0.098123;0.067290;0.085479;0.025914;0.067290;0.181188;0.063116;0.098123;0.087109
0.025914;0.067290;0.181188;0.098123;0.067290;0.111912;0.085479;0.183520;0.063116;0.025914;0.025914;0.085479;0.225843;0.111912;0.225843;0.181188;0.111912;0.098123;0.111912;0.225843;0.225843;0.181188;0.025914;0.111912;0.181188;0.111912;0.111912;0.181188;0.225843;0.225843;0.067290;0.111912;0.025914;0.181188;0.063116;0.063116;0.063116;0.111912;0.225843;0.025914;0.181188;0.181188;0.181188;0.098123;0.025914;0.063116;0.063116;0.181188;0.067290;0.025914;0.025914;0.181188;0.067290;0.063116;0.111912;0.183520;0.086698
0.098123;0.067290;0.063116;0.183520;0.085479;0.183520;0.225843;0.025914;0.181188;0.025914;0.025914;0.085479;0.111912;0.098123;0.025914;0.067290;0.067290;0.183520;0.183520;0.181188;0.098123;0.111912;0.063116;0.067290;0.183520;0.067290;0.225843;0.063116;0.225843;0.183520;0.085479;0.183520;0.025914;0.063116;0.063116;0.063116;0.067290;0.067290;0.183520;0.067290;0.181188;0.085479;0.063116;0.225843;0.063116;0.225843;0.098123;0.067290;0.181188;0.181188;0.067290;0.225843;0.098123;0.098123;0.063116;0.181188;0.080584
0.225843;0.181188;0.111912;0.063116;0.098123;0.181188;0.067290;0.183520;0.067290;0.181188;0.111912;0.085479;0.225843;0.225843;0.183520;0.183520;0.098123;0.098123;0.063116;0.181188;0.025914;0.098123;0.085479;0.025914;0.181188;0.067290;0.181188;0.183520;0.025914;0.183520;0.098123;0.085479;0.225843;0.111912;0.063116;0.111912;0.183520;0.111912;0.098123;0.183520;0.183520;0.111912;0.085479;0.183520;0.098123;0.181188;0.098123;0.098123;0.063116;0.098123;0.067290;0.225843;0.098123;0.098123;0.225843;0.063116;0.088513
0.098123;0.025914;0.025914;0.225843;0.085479;0.111912;0.183520;0.063116;0.098123;0.067290;0.183520;0.098123;0.111912;0.111912;0.183520;0.063116;0.225843;0.098123;0.067290;0.063116;0.183520;0.181188;0.098123;0.085479;0.025914;0.225843;0.098123;0.111912;0.111912;0.225843;0.181188;0.098123;0.063116;0.111912;0.181188;0.085479;0.067290;0.111912;0.098123;0.225843;0.225843;0.183520;0.063116;0.111912;0.098123;0.225843;0.063116;0.111912;0.067290;0.225843;0.025914;0.025914;0.181188;0.111912;0.085479;0.181188;0.090214
0.025914;0.098123;0.111912;0.025914;0.067290;0.098123;0.183520;0.025914;0.025914;0.025914;0.063116;0.111912;0.183520;0.098123;0.225843;0.098123;0.025914;0.183520;0.225843;0.098123;0.181188;0.183520;0.067290;0.111912;0.063116;0.025914;0.183520;0.183520;0.111912;0.025914;0.183520;0.098123;0.181188;0.063116;0.225843;0.183520;0.067290;0.098123;0.025914;0.225843;0.225843;0.225843;0.225843;0.067290;0.063116;0.067290;0.225843;0.098123;0.181188;0.025914;0.111912;0.181188;0.225843;0.067290;0.225843;0.181188;0.090038
0.063116;0.183520;0.111912;0.181188;0.111912;0.181188;0.183520;0.111912;0.111912;0.098123;0.098123;0.111912;0.111912;0.183520;0.067290;0.085479;0.225843;0.025914;0.181188;0.225843;0.183520;0.098123;0.183520;0.181188;0.085479;0.067290;0.181188;0.067290;0.067290;0.183520;0.063116;0.225843;0.183520;0.183520;0.111912;0.025914;0.225843;0.025914;0.181188;0.098123;0.063116;0.098123;0.111912;0.063116;0.181188;0.025914;0.067290;0.025914;0.181188;0.181188;0.183520;0.111912;0.111912;0.063116;0.063116;0.085479;0.089756
0.085479;0.181188;0.025914;0.181188;0.025914;0.181188;0.085479;0.063116;0.225843;0.085479;0.025914;0.183520;0.063116;0.183520;0.111912;0.085479;0.183520;0.067290;0.067290;0.085479;0.025914;0.183520;0.025914;0.181188;0.111912;0.111912;0.063116;0.098123;0.067290;0.085479;0.183520;0.067290;0.183520;0.025914;0.085479;0.085479;0.025914;0.025914;0.025914;0.181188;0.085479;0.085479;0.085479;0.225843;0.225843;0.111912;0.098123;0.063116;0.025914;0.181188;0.225843;0.181188;0.111912;0.067290;0.225843;0.098123;0.087233
0.025914;0.098123;0.181188;0.181188;0.063116;0.098123;0.111912;0.025914;0.111912;0.085479;0.111912;0.063116;0.225843;0.111912;0.025914;0.085479;0.225843;0.183520;0.085479;0.098123;0.111912;0.225843;0.085479;0.111912;0.025914;0.183520;0.085479;0.098123;0.111912;0.067290;0.085479;0.111912;0.085479;0.181188;0.225843;0.085479;0.225843;0.063116;0.183520;0.225843;0.098123;0.181188;0.025914;0.181188;0.225843;0.063116;0.085479;0.098123;0.181188;0.098123;0.183520;0.098123;0.098123;0.067290;0.085479;0.067290;0.095046
0.098123;0.063116;0.098123;0.098123;0.063116;0.025914;0.225843;0.063116;0.183520;0.225843;0.085479;0.085479;0.067290;0.085479;0.183520;0.025914;0.183520;0.225843;0.025914;0.085479;0.085479;0.063116;0.111912;0.067290;0.067290;0.098123;0.067290;0.098123;0.025914;0.063116;0.085479;0.085479;0.085479;0.085479;0.183520;0.111912;0.098123;0.025914;0.063116;0.085479;0.183520;0.067290;0.225843;0.111912;0.098123;0.085479;0.181188;0.183520;0.098123;0.225843;0.181188;0.085479;0.085479;0.063116;0.025914;0.183520;0.067115
0.063116;0.098123;0.085479;0.181188;0.063116;0.111912;0.183520;0.063116;0.181188;0.025914;0.111912;0.085479;0.085479;0.067290;0.085479;0.025914;0.098123;0.183520;0.063116;0.098123;0.098123;0.183520;0.181188;0.098123;0.183520;0.067290;0.025914;0.025914;0.098123;0.063116;0.183520;0.225843;0.025914;0.025914;0.225843;0.111912;0.063116;0.067290;0.225843;0.183520;0.085479;0.098123;0.111912;0.225843;0.098123;0.098123;0.067290;0.181188;0.225843;0.067290;0.181188;0.063116;0.067290;0.098123;0.098123;0.085479;0.080391
0.225843;0.225843;0.063116;0.098123;0.225843;0.111912;0.181188;0.063116;0.098123;0.225843;0.181188;0.181188;0.111912;0.111912;0.183520;0.098123;0.067290;0.085479;0.111912;0.225843;0.181188;0.067290;0.181188;0.067290;0.183520;0.181188;0.063116;0.085479;0.225843;0.111912;0.025914;0.025914;0.225843;0.063116;0.225843;0.025914;0.181188;0.225843;0.025914;0.085479;0.183520;0.098123;0.025914;0.181188;0.025914;0.098123;0.085479;0.111912;0.225843;0.183520;0.063116;0.067290;0.085479;0.111912;0.067290;0.181188;0.077086
0.098123;0.025914;0.025914;0.098123;0.183520;0.025914;0.181188;0.085479;0.025914;0.085479;0.063116;0.181188;0.067290;0.025914;0.063116;0.225843;0.111912;0.183520;0.225843;0.085479;0.111912;0.067290;0.183520;0.181188;0.225843;0.225843;0.025914;0.067290;0.025914;0.098123;0.067290;0.067290;0.225843;0.067290;0.063116;0.098123;0.181188;0.183520;0.063116;0.098123;0.225843;0.183520;0.067290;0.098123;0.063116;0.098123;0.025914;0.111912;0.025914;0.063116;0.067290;0.085479;0.025914;0.063116;0.063116;0.183520;0.045597
0.181188;0.025914;0.063116;0.111912;0.225843;0.098123;0.085479;0.025914;0.181188;0.025914;0.181188;0.025914;0.225843;0.063116;0.098123;0.063116;0.181188;0.085479;0.085479;0.111912;0.098123;0.181188;0.063116;0.085479;0.067290;0.098123;0.063116;0.225843;0.225843;0.085479;0.181188;0.085479;0.111912;0.098123;0.111912;0.183520;0.183520;0.225843;0.098123;0.111912;0.067290;0.067290;0.111912;0.181188;0.025914;0.067290;0.183520;0.225843;0.181188;0.111912;0.111912;0.063116;0.111912;0.063116;0.025914;0.067290;0.092327
0.181188;0.025914;0.067290;0.025914;0.025914;0.098123;0.225843;0.025914;0.067290;0.111912;0.067290;0.063116;0.085479;0.025914;0.085479;0.183520;0.183520;0.085479;0.063116;0.025914;0.098123;0.063116;0.085479;0.025914;0.225843;0.183520;0.067290;0.085479;0.085479;0.063116;0.085479;0.225843;0.225843;0.181188;0.181188;0.181188;0.067290;0.111912;0.225843;0.085479;0.025914;0.098123;0.085479;0.063116;0.085479;0.225843;0.085479;0.025914;0.067290;0.085479;0.067290;0.025914;0.225843;0.063116;0.111912;0.025914;0.070257
0.111912;0.025914;0.111912;0.098123;0.025914;0.225843;0.067290;0.181188;0.181188;0.085479;0.098123;0.025914;0.181188;0.098123;0.225843;0.111912;0.025914;0.025914;0.025914;0.067290;0.181188;0.067290;0.111912;0.181188;0.025914;0.085479;0.181188;0.181188;0.183520;0.098123;0.183520;0.063116;0.063116;0.111912;0.085479;0.225843;0.183520;0.181188;0.085479;0.063116;0.111912;0.111912;0.225843;0.085479;0.181188;0.183520;0.111912;0.098123;0.085479;0.225843;0.183520;0.111912;0.098123;0.085479;0.025914;0.183520;0.099737
0.085479;0.181188;0.181188;0.111912;0.225843;0.098123;0.111912;0.063116;0.225843;0.183520;0.025914;0.085479;0.063116;0.183520;0.067290;0.025914;0.181188;0.181188;0.085479;0.063116;0.063116;0.085479;0.183520;0.181188;0.111912;0.085479;0.063116;0.181188;0.025914;0.067290;0.063116;0.225843;0.225843;0.183520;0.098123;0.181188;0.085479;0.183520;0.025914;0.225843;0.098123;0.025914;0.025914;0.063116;0.025914;0.111912;0.067290;0.063116;0.025914;0.225843;0.025914;0.098123;0.111912;0.098123;0.067290;0.225843;0.069623
0.085479;0.098123;0.067290;0.025914;0.111912;0.067290;0.225843;0.111912;0.111912;0.085479;0.183520;0.063116;0.098123;0.225843;0.063116;0.025914;0.181188;0.063116;0.063116;0.225843;0.098123;0.225843;0.098123;0.098123;0.183520;0.085479;0.181188;0.225843;0.181188;0.183520;0.225843;0.063116;0.085479;0.111912;0.111912;0.181188;0.183520;0.085479;0.098123;0.111912;0.225843;0.085479;0.225843;0.025914;0.183520;0.181188;0.085479;0.111912;0.025914;0.085479;0.063116;0.085479;0.183520;0.183520;0.181188;0.225843;0.093955
0.025914;0.063116;0.181188;0.111912;0.181188;0.183520;0.181188;0.098123;0.067290;0.067290;0.225843;0.098123;0.025914;0.063116;0.063116;0.181188;0.183520;0.181188;0.111912;0.085479;0.098123;0.067290;0.183520;0.183520;0.111912;0.181188;0.085479;0.067290;0.111912;0.111912;0.025914;0.225843;0.098123;0.025914;0.085479;0.181188;0.111912;0.098123;0.085479;0.225843;0.111912;0.067290;0.183520;0.181188;0.098123;0.181188;0.111912;0.111912;0.111912;0.098123;0.181188;0.181188;0.225843;0.067290;0.225843;0.225843;0.095601
0.085479;0.063116;0.111912;0.111912;0.098123;0.098123;0.225843;0.063116;0.098123;0.111912;0.181188;0.085479;0.183520;0.111912;0.063116;0.025914;0.063116;0.111912;0.085479;0.098123;0.183520;0.085479;0.025914;0.025914;0.183520;0.111912;0.063116;0.111912;0.225843;0.025914;0.225843;0.067290;0.098123;0.067290;0.067290;0.063116;0.063116;0.111912;0.067290;0.063116;0.225843;0.025914;0.025914;0.085479;0.181188;0.067290;0.085479;0.111912;0.183520;0.085479;0.181188;0.025914;0.183520;0.085479;0.181188;0.025914;0.067423
0.181188;0.181188;0.225843;0.111912;0.067290;0.067290;0.098123;0.111912;0.098123;0.225843;0.085479;0.183520;0.085479;0.098123;0.085479;0.111912;0.111912;0.025914;0.085479;0.098123;0.025914;0.225843;0.098123;0.181188;0.067290;0.111912;0.183520;0.098123;0.025914;0.183520;0.085479;0.183520;0.067290;0.225843;0.063116;0.085479;0.098123;0.098123;0.025914;0.181188;0.181188;0.025914;0.025914;0.085479;0.063116;0.025914;0.063116;0.225843;0.085479;0.063116;0.067290;0.111912;0.225843;0.098123;0.111912;0.181188;0.071680
0.111912;0.025914;0.085479;0.111912;0.063116;0.181188;0.067290;0.181188;0.111912;0.025914;0.098123;0.025914;0.181188;0.085479;0.225843;0.067290;0.225843;0.025914;0.111912;0.183520;0.183520;0.181188;0.085479;0.085479;0.098123;0.098123;0.025914;0.225843;0.225843;0.063116;0.063116;0.225843;0.183520;0.111912;0.183520;0.067290;0.063116;0.063116;0.111912;0.063116;0.183520;0.183520;0.085479;0.085479;0.063116;0.111912;0.063116;0.181188;0.111912;0.098123;0.098123;0.225843;0.025914;0.225843;0.098123;0.225843;0.089615
0.063116;0.085479;0.025914;0.111912;0.085479;0.063116;0.085479;0.181188;0.111912;0.225843;0.111912;0.111912;0.225843;0.225843;0.183520;0.063116;0.225843;0.025914;0.067290;0.085479;0.063116;0.085479;0.183520;0.067290;0.098123;0.181188;0.067290;0.025914;0.067290;0.085479;0.183520;0.085479;0.111912;0.063116;0.025914;0.181188;0.111912;0.063116;0.111912;0.063116;0.025914;0.183520;0.111912;0.098123;0.063116;0.111912;0.063116;0.098123;0.025914;0.183520;0.183520;0.181188;0.225843;0.183520;0.098123;0.225843;0.075973
0.025914;0.085479;0.183520;0.111912;0.111912;0.025914;0.025914;0.225843;0.111912;0.085479;0.181188;0.181188;0.181188;0.025914;0.111912;0.111912;0.111912;0.111912;0.111912;0.085479;0.181188;0.098123;0.183520;0.181188;0.067290;0.111912;0.025914;0.085479;0.025914;0.225843;0.025914;0.067290;0.181188;0.025914;0.063116;0.225843;0.067290;0.067290;0.063116;0.183520;0.063116;0.025914;0.225843;0.025914;0.111912;0.183520;0.063116;0.067290;0.181188;0.183520;0.063116;0.225843;0.111912;0.111912;0.111912;0.111912;0.073661
0.025914;0.063116;0.183520;0.067290;0.181188;0.063116;0.225843;0.063116;0.183520;0.025914;0.063116;0.111912;0.181188;0.085479;0.181188;0.111912;0.098123;0.025914;0.183520;0.225843;0.225843;0.063116;0.111912;0.025914;0.067290;0.225843;0.098123;0.063116;0.098123;0.183520;0.063116;0.181188;0.025914;0.111912;0.183520;0.025914;0.181188;0.181188;0.085479;0.025914;0.063116;0.085479;0.025914;0.025914;0.098123;0.181188;0.063116;0.183520;0.098123;0.063116;0.085479;0.181188;0.063116;0.225843;0.181188;0.063116;0.077865
0.111912;0.067290;0.098123;0.098123;0.085479;0.225843;0.111912;0.183520;0.111912;0.181188;0.181188;0.181188;0.098123;0.098123;0.225843;0.085479;0.111912;0.067290;0.025914;0.085479;0.181188;0.111912;0.063116;0.225843;0.025914;0.225843;0.225843;0.085479;0.063116;0.025914;0.025914;0.183520;0.063116;0.183520;0.181188;0.085479;0.183520;0.098123;0.181188;0.067290;0.183520;0.225843;0.063116;0.225843;0.225843;0.067290;0.183520;0.067290;0.085479;0.181188;0.067290;0.183520;0.067290;0.181188;0.225843;0.063116;0.092468
0.181188;0.025914;0.181188;0.067290;0.111912;0.085479;0.063116;0.183520;0.183520;0.098123;0.225843;0.111912;0.067290;0.063116;0.183520;0.025914;0.225843;0.067290;0.225843;0.225843;0.085479;0.183520;0.098123;0.025914;0.067290;0.025914;0.111912;0.225843;0.225843;0.025914;0.111912;0.225843;0.225843;0.025914;0.067290;0.025914;0.225843;0.098123;0.063116;0.063116;0.085479;0.181188;0.098123;0.183520;0.225843;0.111912;0.183520;0.085479;0.067290;0.225843;0.063116;0.183520;0.111912;0.085479;0.225843;0.098123;0.095472
0.067290;0.063116;0.085479;0.181188;0.098123;0.098123;0.085479;0.085479;0.225843;0.111912;0.085479;0.225843;0.181188;0.025914;0.183520;0.085479;0.085479;0.063116;0.098123;0.183520;0.098123;0.025914;0.085479;0.063116;0.181188;0.225843;0.098123;0.098123;0.085479;0.067290;0.098123;0.111912;0.067290;0.025914;0.067290;0.111912;0.025914;0.111912;0.063116;0.025914;0.063116;0.063116;0.063116;0.181188;0.111912;0.025914;0.183520;0.225843;0.025914;0.225843;0.063116;0.085479;0.063116;0.098123;0.098123;0.067290;0.056387
0.111912;0.181188;0.085479;0.063116;0.085479;0.181188;0.225843;0.063116;0.111912;0.025914;0.111912;0.067290;0.067290;0.085479;0.183520;0.183520;0.183520;0.067290;0.098123;0.085479;0.025914;0.025914;0.085479;0.181188;0.225843;0.181188;0.063116;0.067290;0.225843;0.067290;0.067290;0.183520;0.225843;0.225843;0.063116;0.098123;0.063116;0.111912;0.098123;0.225843;0.181188;0.067290;0.085479;0.025914;0.085479;0.085479;0.225843;0.025914;0.098123;0.067290;0.183520;0.067290;0.225843;0.098123;0.225843;0.181188;0.080413
0.225843;0.063116;0.067290;0.225843;0.085479;0.025914;0.063116;0.098123;0.181188;0.181188;0.063116;0.098123;0.183520;0.111912;0.225843;0.225843;0.063116;0.067290;0.098123;0.181188;0.085479;0.181188;0.067290;0.063116;0.181188;0.063116;0.067290;0.111912;0.111912;0.181188;0.085479;0.085479;0.025914;0.183520;0.067290;0.025914;0.098123;0.067290;0.025914;0.098123;0.183520;0.085479;0.085479;0.098123;0.063116;0.181188;0.085479;0.067290;0.067290;0.225843;0.085479;0.025914;0.067290;0.067290;0.067290;0.098123;0.056487
0.067290;0.098123;0.025914;0.067290;0.183520;0.063116;0.098123;0.085479;0.181188;0.225843;0.183520;0.225843;0.085479;0.098123;0.067290;0.111912;0.098123;0.025914;0.183520;0.183520;0.183520;0.063116;0.111912;0.085479;0.025914;0.181188;0.225843;0.063116;0.025914;0.111912;0.111912;0.225843;0.183520;0.085479;0.183520;0.025914;0.025914;0.098123;0.063116;0.225843;0.063116;0.225843;0.111912;0.181188;0.183520;0.225843;0.183520;0.225843;0.085479;0.111912;0.085479;0.025914;0.085479;0.063116;0.098123;0.063116;0.084392
0.063116;0.025914;0.111912;0.067290;0.025914;0.111912;0.063116;0.098123;0.181188;0.063116;0.225843;0.063116;0.067290;0.025914;0.025914;0.225843;0.183520;0.111912;0.025914;0.025914;0.183520;0.067290;0.225843;0.025914;0.025914;0.181188;0.111912;0.098123;0.063116;0.025914;0.181188;0.181188;0.025914;0.111912;0.181188;0.111912;0.085479;0.085479;0.063116;0.067290;0.111912;0.111912;0.067290;0.111912;0.225843;0.085479;0.063116;0.111912;0.181188;0.025914;0.098123;0.085479;0.111912;0.183520;0.111912;0.183520;0.062346
0.183520;0.085479;0.181188;0.063116;0.063116;0.183520;0.098123;0.181188;0.181188;0.067290;0.181188;0.063116;0.025914;0.063116;0.181188;0.181188;0.067290;0.067290;0.025914;0.067290;0.181188;0.111912;0.085479;0.025914;0.067290;0.025914;0.098123;0.181188;0.067290;0.067290;0.098123;0.183520;0.085479;0.025914;0.085479;0.067290;0.225843;0.063116;0.067290;0.067290;0.181188;0.067290;0.225843;0.098123;0.181188;0.025914;0.025914;0.085479;0.183520;0.085479;0.181188;0.025914;0.111912;0.098123;0.085479;0.025914;0.059992
0.181188;0.085479;0.225843;0.181188;0.098123;0.063116;0.098123;0.085479;0.183520;0.098123;0.063116;0.025914;0.225843;0.098123;0.098123;0.181188;0.085479;0.025914;0.181188;0.067290;0.183520;0.183520;0.063116;0.067290;0.111912;0.063116;0.067290;0.111912;0.085479;0.225843;0.225843;0.225843;0.181188;0.183520;0.067290;0.181188;0.111912;0.085479;0.025914;0.098123;0.098123;0.181188;0.025914;0.067290;0.098123;0.025914;0.085479;0.098123;0.111912;0.183520;0.225843;0.183520;0.183520;0.098123;0.111912;0.063116;0.077886
0.085479;0.067290;0.025914;0.225843;0.063116;0.183520;0.063116;0.098123;0.183520;0.025914;0.098123;0.085479;0.225843;0.067290;0.067290;0.183520;0.067290;0.098123;0.063116;0.181188;0.067290;0.183520;0.085479;0.085479;0.098123;0.025914;0.098123;0.111912;0.063116;0.111912;0.111912;0.111912;0.111912;0.111912;0.098123;0.063116;0.098123;0.063116;0.181188;0.183520;0.111912;0.098123;0.085479;0.063116;0.098123;0.183520;0.085479;0.025914;0.085479;0.063116;0.067290;0.181188;0.067290;0.181188;0.181188;0.063116;0.073043
0.183520;0.111912;0.063116;0.085479;0.225843;0.183520;0.183520;0.085479;0.225843;0.225843;0.067290;0.085479;0.067290;0.181188;0.225843;0.098123;0.183520;0.085479;0.111912;0.085479;0.067290;0.085479;0.181188;0.025914;0.098123;0.098123;0.111912;0.063116;0.085479;0.098123;0.085479;0.183520;0.098123;0.067290;0.225843;0.067290;0.025914;0.085479;0.111912;0.025914;0.085479;0.025914;0.225843;0.181188;0.063116;0.025914;0.085479;0.067290;0.111912;0.063116;0.063116;0.183520;0.085479;0.085479;0.181188;0.067290;0.076380
0.111912;0.111912;0.111912;0.225843;0.111912;0.183520;0.098123;0.025914;0.111912;0.025914;0.067290;0.085479;0.225843;0.183520;0.067290;0.098123;0.067290;0.025914;0.085479;0.085479;0.183520;0.085479;0.181188;0.025914;0.067290;0.111912;0.225843;0.181188;0.183520;0.098123;0.111912;0.098123;0.098123;0.225843;0.085479;0.225843;0.063116;0.181188;0.067290;0.181188;0.183520;0.025914;0.111912;0.181188;0.111912;0.225843;0.025914;0.063116;0.067290;0.183520;0.085479;0.085479;0.063116;0.183520;0.098123;0.098123;0.084882
0.067290;0.098123;0.085479;0.183520;0.181188;0.025914;0.111912;0.085479;0.183520;0.098123;0.067290;0.085479;0.085479;0.085479;0.183520;0.025914;0.085479;0.063116;0.085479;0.098123;0.098123;0.225843;0.067290;0.025914;0.063116;0.063116;0.183520;0.181188;0.111912;0.111912;0.181188;0.183520;0.225843;0.183520;0.063116;0.098123;0.098123;0.181188;0.183520;0.111912;0.183520;0.183520;0.085479;0.181188;0.085479;0.181188;0.111912;0.085479;0.067290;0.085479;0.225843;0.111912;0.098123;0.025914;0.025914;0.225843;0.085630
0.225843;0.085479;0.085479;0.025914;0.181188;0.098123;0.183520;0.098123;0.063116;0.181188;0.098123;0.183520;0.063116;0.067290;0.085479;0.063116;0.085479;0.085479;0.063116;0.025914;0.098123;0.063116;0.098123;0.063116;0.067290;0.098123;0.183520;0.183520;0.225843;0.067290;0.183520;0.063116;0.111912;0.098123;0.085479;0.025914;0.063116;0.085479;0.025914;0.181188;0.183520;0.225843;0.098123;0.225843;0.025914;0.098123;0.067290;0.067290;0.111912;0.181188;0.063116;0.063116;0.098123;0.063116;0.225843;0.025914;0.059329
0.181188;0.085479;0.098123;0.225843;0.181188;0.067290;0.225843;0.025914;0.067290;0.025914;0.067290;0.098123;0.225843;0.225843;0.025914;0.181188;0.025914;0.181188;0.111912;0.098123;0.181188;0.181188;0.225843;0.225843;0.098123;0.025914;0.098123;0.183520;0.098123;0.181188;0.085479;0.098123;0.067290;0.067290;0.025914;0.063116;0.225843;0.183520;0.063116;0.025914;0.225843;0.025914;0.085479;0.025914;0.085479;0.183520;0.085479;0.085479;0.025914;0.183520;0.111912;0.111912;0.063116;0.063116;0.111912;0.025914;0.088430
0.183520;0.063116;0.183520;0.067290;0.067290;0.025914;0.181188;0.098123;0.085479;0.063116;0.111912;0.183520;0.025914;0.111912;0.183520;0.085479;0.067290;0.025914;0.111912;0.067290;0.183520;0.063116;0.111912;0.067290;0.225843;0.098123;0.183520;0.183520;0.225843;0.067290;0.098123;0.067290;0.067290;0.098123;0.025914;0.098123;0.098123;0.098123;0.098123;0.025914;0.098123;0.067290;0.225843;0.181188;0.111912;0.063116;0.085479;0.181188;0.111912;0.225843;0.183520;0.225843;0.111912;0.181188;0.225843;0.183520;0.074030
0.085479;0.111912;0.098123;0.225843;0.025914;0.183520;0.025914;0.225843;0.063116;0.025914;0.067290;0.085479;0.067290;0.183520;0.181188;0.225843;0.225843;0.225843;0.025914;0.067290;0.025914;0.181188;0.181188;0.098123;0.063116;0.063116;0.098123;0.063116;0.225843;0.111912;0.025914;0.181188;0.063116;0.025914;0.085479;0.111912;0.111912;0.183520;0.181188;0.183520;0.025914;0.063116;0.098123;0.111912;0.063116;0.025914;0.063116;0.085479;0.025914;0.183520;0.098123;0.225843;0.225843;0.181188;0.183520;0.063116;0.090009
